title,author,subject,additional_subjects,first_publish_year,cover_id,cover_url,edition_count,ratings_average,ratings_count,key
New York 2140,"Kim Stanley Robinson, Manuel Mata",Adventure,"Twenty-second century, Interpersonal relations, Fiction, Fiction, science fiction, general, New york (n.y.), fiction",2017,8595447,https://covers.openlibrary.org/b/id/8595447-L.jpg,13,,0,/works/OL17937993W
Darkstalker,Tui T. Sutherland,Adventure,"Children's fiction, Dragons, fiction, Identity, fiction, Adventure and adventurers, fiction, Fantasy fiction",2016,8452301,https://covers.openlibrary.org/b/id/8452301-L.jpg,13,,0,/works/OL43271781W
Year of the Unicorn,Andre Norton,Adventure,"Witch World (Imaginary place), Fiction, Arranged Marriage, Shapeshifters, Travel",1965,5543355,https://covers.openlibrary.org/b/id/5543355-L.jpg,12,,0,/works/OL473463W
Tales of Nevèrÿon,Samuel R. Delany,Adventure,"American Fantasy fiction, Science fiction, sword and sorcery, adventure, slavery",1979,618119,https://covers.openlibrary.org/b/id/618119-L.jpg,12,,0,/works/OL56816W
Harry Potter (series) 1-4,J. K. Rowling,Adventure,"wizards, magic, friendship, adventure, Science Fiction, Fantasy, & Magic",1999,8761929,https://covers.openlibrary.org/b/id/8761929-L.jpg,12,,0,/works/OL8460139W
Babylon's Ashes (The Expanse),James S. A. Corey,Adventure,"Space warfare, Human-alien encounters, Imaginary wars and battles, Life on other planets, Jim Holden (Fictitious character)",2016,8417833,https://covers.openlibrary.org/b/id/8417833-L.jpg,12,,0,/works/OL19099155W
Masterminds,Gordon Korman,Adventure,"Juvenile Fiction, juvenile literature, adventure, Fiction, Juvenile fiction",2015,7442618,https://covers.openlibrary.org/b/id/7442618-L.jpg,12,,0,/works/OL17364539W
Rosy is My Relative,Gerald Malcolm Durrell,Adventure,"Elephants, Adventure, Quest, Fiction in English, Elephants in fiction",1968,7363755,https://covers.openlibrary.org/b/id/7363755-L.jpg,12,,0,/works/OL10509136W
Cibola burn,James S. A. Corey,Adventure,"Space warfare, Life on other planets, Fiction, High Tech, Science-Fiction-Literatur",2014,7610576,https://covers.openlibrary.org/b/id/7610576-L.jpg,12,,0,/works/OL17454175W
Blaze of Noon,"Ernest K. Gann, Ernest Kellogg Gann",Adventure,"Aeronautics, Fiction, Ernest K. Gann, History, Historical",1946,9404655,https://covers.openlibrary.org/b/id/9404655-L.jpg,12,,0,/works/OL4416189W
The Law of The Four Just Men,Edgar Wallace,Adventure,"English Detective and mystery stories, Justice, Fiction, Romans, nouvelles, Detective and mystery stories, English",1931,890208,https://covers.openlibrary.org/b/id/890208-L.jpg,12,,0,/works/OL1517886W
Narrative of the adventures of Zenas Leonard,Zenas Leonard,Adventure,"Biography & Autobiography, Description and travel, Fur trade, History, Indians of North America",1839,1967268,https://covers.openlibrary.org/b/id/1967268-L.jpg,11,,0,/works/OL6804038W
After London,Richard Jefferies,Adventure,"19th Century Post Apocalypse, Speculative Fiction, Science Fiction, Apocalyptic Fiction, Fantasy",1885,2841895,https://covers.openlibrary.org/b/id/2841895-L.jpg,11,,0,/works/OL1176822W
The Dreaming,Barbara Wood,Adventure,"Fiction, History, Aboriginal Australians, Fantasy, Adventure",1991,4615840,https://covers.openlibrary.org/b/id/4615840-L.jpg,11,,0,/works/OL15334619W
Cat Kid Comic Club,Dav Pilkey,Adventure,"Children's literature, graphic novel, humor, adventure, friendship",2020,14424590,https://covers.openlibrary.org/b/id/14424590-L.jpg,11,,0,/works/OL19659659W
La Gara Dei Supercuochi,Elisabetta Dami,Adventure,"Geronimo Stilton (Fictitious character) Contest, cooking, Juvenile fiction, Fiction, Mice",2012,8995758,https://covers.openlibrary.org/b/id/8995758-L.jpg,11,,0,/works/OL19985136W
Blind Corner,Dornford Yates,Adventure,"adventure, treasure, Austria, well, Fiction, mystery & detective, general",1927,890342,https://covers.openlibrary.org/b/id/890342-L.jpg,11,,0,/works/OL4501705W
Call Me Frances Tucket,Gary Paulsen,Adventure,"Fiction, Frontier and pioneer life, wilderness, survival, adventure",1995,9391147,https://covers.openlibrary.org/b/id/9391147-L.jpg,11,,0,/works/OL14849954W
Advances in spatio-temporal analysis,Wolfgang Kainz,Adventure,"Spatial analysis (Statistics), Geographic information systems, Hikes & Walks, Reference, TRAVEL",2006,2414778,https://covers.openlibrary.org/b/id/2414778-L.jpg,11,,0,/works/OL18562392W
I Survived the Shark Attacks of 1916,"Lauren Tarshis, Haus Studio, Lauren Haus Studio, Scott Dawson",Adventure,"Sharks, Adventure and adventurers, Shark attacks, Juvenile fiction, Fiction",2010,7239957,https://covers.openlibrary.org/b/id/7239957-L.jpg,11,,0,/works/OL16471761W
The Teeth of the Gale,Joan Aiken,Adventure,"Fiction, Adventure and adventurers, Children's fiction, Adventure and adventurers, fiction, Spain, history, fiction",1988,10186046,https://covers.openlibrary.org/b/id/10186046-L.jpg,11,,0,/works/OL14851412W
Toll the hounds,Steven Erikson,Adventure,"Fantasy, Fiction, Fiction, thrillers, general, Epic fantasy, military fantasy",2008,6684006,https://covers.openlibrary.org/b/id/6684006-L.jpg,11,,0,/works/OL5734768W
The melody of death,Edgar Wallace,Adventure,"English literature, Detective and mystery stories, Adventure, Fiction",1927,8638702,https://covers.openlibrary.org/b/id/8638702-L.jpg,11,,0,/works/OL1517961W
Qualitative Research in Tourism,Lisa Goodson,Adventure,"Tourism, Qualitative research, Research, Methodology, TRAVEL",2004,1213824,https://covers.openlibrary.org/b/id/1213824-L.jpg,10,,0,/works/OL8098549W
Spencer Brade M.D.,Frank G. Slaughter,Adventure,"Vintage, Adult, American, Fiction, Literature",1942,7931579,https://covers.openlibrary.org/b/id/7931579-L.jpg,10,,0,/works/OL99256W
The Familiars,"Adam Jay Epstein, Andrew Jacobson",Adventure,"magic, animals, fun, mystery, action",2010,6578069,https://covers.openlibrary.org/b/id/6578069-L.jpg,10,,0,/works/OL15367527W
War dogs,Greg Bear,Adventure,"Imaginary wars and battles, Fiction, Fiction, science fiction, military, Extraterrestrial beings Fiction, Life on other planets Fiction",2014,9791354,https://covers.openlibrary.org/b/id/9791354-L.jpg,10,,0,/works/OL19984641W
A Vision of Fire,"Gillian Anderson, Jeff Rovin",Adventure,"Astral projection, Fire, Visions, Fiction, Science Fiction",2014,8657903,https://covers.openlibrary.org/b/id/8657903-L.jpg,10,,0,/works/OL19854823W
Assassins,Tim F. LaHaye,Adventure,"Suspense, Rapture (Christian eschatology), Christian fiction, Adventure, Antichrist",1999,4735226,https://covers.openlibrary.org/b/id/4735226-L.jpg,10,,0,/works/OL137692W
Mistborn,Brandon Sanderson,Adventure,"Fantasy, science fiction, adventure, magic, mystery",2001,11329782,https://covers.openlibrary.org/b/id/11329782-L.jpg,10,,0,/works/OL16044142W
The Legend of Rock Paper Scissors,Drew Daywalt,Adventure,"juvenile literature, Juvenile Fiction, humor, adventure, Rock-paper-scissors (Game)",2017,7909248,https://covers.openlibrary.org/b/id/7909248-L.jpg,10,,0,/works/OL17635752W
The Red Pyramid,Orpheus Collar,Adventure,"Magic, Brothers and sisters, Adventure and adventurers, Secrets, Graphic novels",2012,7386546,https://covers.openlibrary.org/b/id/7386546-L.jpg,10,,0,/works/OL16591739W
Shadow Wolf,Kathryn Lasky,Adventure,"series, Fantasy, adventure, Wolves, Fiction",2010,14415410,https://covers.openlibrary.org/b/id/14415410-L.jpg,10,,0,/works/OL15726744W
The Bootlegger,"Clive Cussler, Justin Scott",Adventure,"Private investigators, Action & Adventure, Prohibition, FICTION, Thrillers",2014,8441170,https://covers.openlibrary.org/b/id/8441170-L.jpg,10,,0,/works/OL19330061W
Great North Road,Peter F. Hamilton,Adventure,"Science Fiction, Fiction, England, fiction, Fiction, science fiction, general, Twenty-second century",2012,7260146,https://covers.openlibrary.org/b/id/7260146-L.jpg,10,,0,/works/OL16805750W
Tollins,Conn Iggulden,Adventure,"Kings and rulers, Fiction, Mongols, Historical Fiction, History",2007,240249,https://covers.openlibrary.org/b/id/240249-L.jpg,9,,0,/works/OL5734887W
The Emperor's candlesticks,"Emmuska Orczy, Baroness Orczy",Adventure,"International intrigue, adventure, historical novel, Fiction, historical, general, Fiction, general",1908,7244574,https://covers.openlibrary.org/b/id/7244574-L.jpg,9,,0,/works/OL8125120W
Stories For Boys,"Richard Harding Davis, Rebecca Harding Davis, C. Belmont Davis",Adventure,"Short stories, Fiction, Adventure, Children's stories, Sports",1891,2514981,https://covers.openlibrary.org/b/id/2514981-L.jpg,9,,0,/works/OL247056W
Danger on the Reef,"Jake Maddox, Giuliano Aloisi",Adventure,"Children's fiction, Coral reef, Scuba diving, adventure, Adventure and adventurers, fiction",2020,13503534,https://covers.openlibrary.org/b/id/13503534-L.jpg,9,,0,/works/OL20752508W
Trail Trouble,"Jake Maddox, Giuliano Aloisi",Adventure,"Children's fiction, hiking, adventure, bear, Adventure and adventurers, fiction",2020,,,9,,0,/works/OL20752581W
By the stream,Roderick Hunt,Adventure,"Streams, Picnics, Friends, Adventure, Juvenile fiction",1986,9634726,https://covers.openlibrary.org/b/id/9634726-L.jpg,9,,0,/works/OL4678446W
The River of Diamonds,Geoffrey Jenkins,Adventure,"Geoffrey Jenkins, Adult, Fiction, Literature, Novels",1964,8211173,https://covers.openlibrary.org/b/id/8211173-L.jpg,9,,0,/works/OL5414714W
Across the Nightingale Floor,"Lian Hearn, Mercedes Nunez",Adventure,"Teenage boys, Young adult fiction, Fiction, coming of age, fantasy",2002,824090,https://covers.openlibrary.org/b/id/824090-L.jpg,9,,0,/works/OL5786084W
Desecration,Tim F. LaHaye,Adventure,"Antichrist, Antichrist in fiction, Anticristo, Rapture (Christian eschatology), Israel in fiction",2001,638819,https://covers.openlibrary.org/b/id/638819-L.jpg,9,,0,/works/OL137693W
Tea sisters in pericolo!,Elisabetta Dami,Adventure,"Juvenile Fiction, Storms, Fiction, Stilton, Thea (Fictional Character), Adventure",2009,7272560,https://covers.openlibrary.org/b/id/7272560-L.jpg,9,,0,/works/OL16813087W
Tourism and innovation,Michael C. Hall,Adventure,"Creative ability in business, Management, Tourism, Technological innovations, Tourismusindustrie",2008,5043443,https://covers.openlibrary.org/b/id/5043443-L.jpg,9,,0,/works/OL18611766W
Octavo viaje al reino de la fantasía,Elisabetta Dami,Adventure,"Juvenile Fiction, juvenile literature, adventure, fantasty, Magic",2013,7269316,https://covers.openlibrary.org/b/id/7269316-L.jpg,9,,0,/works/OL16811056W
The journeyer,Gary Jennings,Adventure,"Polo, Marco, in fiction, Fiction, Explorers, Historical Fiction, Adventure",1984,811567,https://covers.openlibrary.org/b/id/811567-L.jpg,9,,0,/works/OL2632394W
Teaching and Learning Geography,"Williams, Michael Ph.D., Daniella Tilbury",Adventure,"Study and teaching (Secondary), Study and teaching (Primary), Geography, Hikes & Walks, Reference",1996,1206450,https://covers.openlibrary.org/b/id/1206450-L.jpg,9,,0,/works/OL19239476W
The advanced econometrics of tourism demand,Haiyan Song,Adventure,"Tourism, Econometric models, Forecasting, TRAVEL, Museums, Tours, Points of Interest",2008,10025393,https://covers.openlibrary.org/b/id/10025393-L.jpg,8,,0,/works/OL11921375W
Men of men,Wilbur Smith,Adventure,"Fiction, historical, adventure, Africa, Rhodesia",1981,12158951,https://covers.openlibrary.org/b/id/12158951-L.jpg,8,,0,/works/OL10614304W
The Chinese Parrot,Earl Derr Biggers,Adventure,"Police--Hawaii--Honolulu--Fiction, San Francisco (Calif.)--Fiction, Adventure, Fiction, Charlie Chan (Fictitious character)",2011,14634277,https://covers.openlibrary.org/b/id/14634277-L.jpg,8,,0,/works/OL38078275W
Edgedancer,Brandon Sanderson,Adventure,"Fantasy, Brandon Sanderson, Novella, Female protagonist, Young adult",2016,14658530,https://covers.openlibrary.org/b/id/14658530-L.jpg,8,,0,/works/OL19631308W
Tourism management dynamics,"Dimitrios Buhalis, Carlos Costa",Adventure,"Management, Promotion touristique, Hikes & Walks, Budget, Turismo",2005,1401389,https://covers.openlibrary.org/b/id/1401389-L.jpg,8,,0,/works/OL19820647W
Tesori Perduti,Elisabetta Dami,Adventure,"Family, Adventure, Mystery and detective stories, Adventure and adventurers, fiction",2017,10096394,https://covers.openlibrary.org/b/id/10096394-L.jpg,8,,0,/works/OL20755811W
Sea of Swords,R. A. Salvatore,Adventure,"Fiction, Fantasy, Epic Fantasy, Epic, Dungeons & Dragons Novel",2001,13647721,https://covers.openlibrary.org/b/id/13647721-L.jpg,8,,0,/works/OL516687W
High Road To China,Jon Cleary,Adventure,"Australian, Author, Jon Cleary, Fiction, Historical",1977,9321228,https://covers.openlibrary.org/b/id/9321228-L.jpg,8,,0,/works/OL16802W
Sky Raiders,Brandon Mull,Adventure,"Action, Adventure, Fantasy, Fantasy Fiction, Fiction",2014,7428150,https://covers.openlibrary.org/b/id/7428150-L.jpg,8,,0,/works/OL17349916W
Crystal Keepers,Brandon Mull,Adventure,"Action, Adventure, Fantasy, Fantasy Fiction, Fiction",2001,7429760,https://covers.openlibrary.org/b/id/7429760-L.jpg,8,,0,/works/OL17351698W
The Stubborn Heart,Frank G. Slaughter,Adventure,"Old Testament, Christian, Frank G. Slaughter, History, Historical",1950,10194508,https://covers.openlibrary.org/b/id/10194508-L.jpg,8,,0,/works/OL99272W
Knightmare,Dave Morris,Adventure,"Young adult fiction, Adventure, Juvenile fiction",1990,10599820,https://covers.openlibrary.org/b/id/10599820-L.jpg,7,,0,/works/OL650712W
The Betsy,Harold Robbins,Adventure,"Harold Robbins, Adult, American, Adventure, Crime",1972,9684722,https://covers.openlibrary.org/b/id/9684722-L.jpg,7,,0,/works/OL8260078W
River Race,"Jake Maddox, Eva Morales",Adventure,"Children's fiction, Competition, rafting, adventure",2021,11659792,https://covers.openlibrary.org/b/id/11659792-L.jpg,7,,0,/works/OL24836044W
Center of attention,Jamie Suzanne,Adventure,"Children's fiction, Twins, fiction, Boys, fiction, Girls, fiction, Babysitters, fiction",1988,7390015,https://covers.openlibrary.org/b/id/7390015-L.jpg,7,,0,/works/OL2482774W
Slipt,Alan Dean Foster,Adventure,"write of passage, dishonest business, paranormal, adventure, Magicians",1984,4680508,https://covers.openlibrary.org/b/id/4680508-L.jpg,7,,0,/works/OL102610W
Escape,R. A. Montgomery,Adventure,"Juvenile fiction, Fiction, Spies, Spy stories, Plot-your-own stories",1983,8311608,https://covers.openlibrary.org/b/id/8311608-L.jpg,7,,0,/works/OL2928228W
Serafina and the Black Cloak,Robert Beatty,Adventure,"Children's fiction, Mystery, Adventure, nyt:childrens-middle-grade-paperback=2016-07-03, New York Times bestseller",2015,8763233,https://covers.openlibrary.org/b/id/8763233-L.jpg,7,,0,/works/OL20101417W
Could You Survive the Jurassic Period?,"Matt Doeden, Juan Calle Velez",Adventure,"Children's fiction, Plot-your-own-stories, Choose your own adventure, Adventure, Dinosaurs",2020,12895988,https://covers.openlibrary.org/b/id/12895988-L.jpg,7,,0,/works/OL20757316W
The Boy Who Grew Dragons,Andy Shepherd,Adventure,"fantasy, juvenile literature, children's stories, dragons, dragonfruit",2018,10317752,https://covers.openlibrary.org/b/id/10317752-L.jpg,7,,0,/works/OL20981906W
The Prince Commands,"Andre Norton, Kate Seredy",Adventure,"adventure, action, suspense, young adult, Science fiction",1934,5542821,https://covers.openlibrary.org/b/id/5542821-L.jpg,7,,0,/works/OL473287W
The Sands of Time,Sidney Sheldon,Adventure,"Sidney Sheldon, Adult, Romance, Romantic, Adventure",1988,9416292,https://covers.openlibrary.org/b/id/9416292-L.jpg,7,,0,/works/OL1881761W
Gentleman Jole and the Red Queen,Lois McMaster Bujold,Adventure,"Science Fiction, American Science fiction, Space Opera, FICTION, Adventure",2016,7435459,https://covers.openlibrary.org/b/id/7435459-L.jpg,7,,0,/works/OL17188714W
Progress in tourism marketing,Metin Kozak,Adventure,"Hikes & Walks, Reference, Marketing, TRAVEL, Budget",2006,1092563,https://covers.openlibrary.org/b/id/1092563-L.jpg,7,,0,/works/OL16972024W
Sustainable tourism futures,"Stefan Gössling, Colin Michael Hall, David B. Weaver",Adventure,"Ecotourism, Congresses, Hållbar turism, Ekoturism, Écotourisme",2009,8724909,https://covers.openlibrary.org/b/id/8724909-L.jpg,7,,0,/works/OL17006184W
Handbook of tourist behavior,"Metin Kozak, Alain Decrop, METIN KOZAK",Adventure,"Consumer behavior, Tourism, Handbooks, manuals, Consommateurs, Guides, manuels",2009,9708702,https://covers.openlibrary.org/b/id/9708702-L.jpg,7,,0,/works/OL16964926W
The High Druids Blade,Terry Brooks,Adventure,"Druids and druidism, Epic, Action & Adventure, Fantasy, Shannara (Imaginary place)",2014,7600502,https://covers.openlibrary.org/b/id/7600502-L.jpg,7,,0,/works/OL17449126W
Lumberjanes Vol. 3,"N.D. Stevenson, Grace Ellis, Shannon Watters, Gus Allen",Adventure,"Camps, Monsters, Comic books, strips, Teenage girls, Comics & graphic novels, fantasy",2015,10471067,https://covers.openlibrary.org/b/id/10471067-L.jpg,7,,0,/works/OL19662219W
Pip Bartlett's Guide to Magical Creatures,"Jackson Pearce, Maggie Stiefvater",Adventure,"Imaginary creatures, Magic, Fiction, Children's fiction, Animals, fiction",2015,8957793,https://covers.openlibrary.org/b/id/8957793-L.jpg,7,,0,/works/OL20298700W
Choose Your Own Adventure - Throne of Zeus,Deborah Lerme Goodman,Adventure,"Greek mythology, Adventure, Choose your own adventure, Plot-your-own stories, Missing persons",1984,7992990,https://covers.openlibrary.org/b/id/7992990-L.jpg,7,,0,/works/OL5899801W
Danny Dunn and the Fossil Cave,"Jay Williams, Raymond Abrashkin",Adventure,"juvenile, adventure, Children's stories, Geologists, Caves",1961,9961612,https://covers.openlibrary.org/b/id/9961612-L.jpg,7,,0,/works/OL4776474W
Captain Vorpatril's Alliance,Lois McMaster Bujold,Adventure,"Miles Vorkosigan (Fictitious character), Alliances, FICTION / Science Fiction / General, Fiction, FICTION / Science Fiction / Space Opera",2012,8003672,https://covers.openlibrary.org/b/id/8003672-L.jpg,7,,0,/works/OL16688699W
Wrath of the Triple Goddess,Rick Riordan,Adventure,"Serie:Percy_Jackson_and_the_Olympians, Fiction and Literature, Fantasy, Mythology, Young Adult",2024,14817460,https://covers.openlibrary.org/b/id/14817460-L.jpg,7,,0,/works/OL37833676W
A rising Thunder,David Weber,Adventure,"Space warfare, FICTION / Science Fiction / General, Fiction, FICTION / Science Fiction / Space Opera, FICTION / Science Fiction / Adventure",2012,8470795,https://covers.openlibrary.org/b/id/8470795-L.jpg,7,,0,/works/OL16318425W
Cowboy Dave,Frank V. Webster,Adventure,"Christian life, Frank V. Webster, Children, Juvenile, Boys",1915,9401445,https://covers.openlibrary.org/b/id/9401445-L.jpg,6,,0,/works/OL4924710W
Elephant Song,Wilbur Smith,Adventure,"Fiction, Modern & Contemporary Fiction (Post C 1945), Adventure, Action & Adventure, Environmental protection",1994,290590,https://covers.openlibrary.org/b/id/290590-L.jpg,6,,0,/works/OL8108336W
The Legend of Zelda,"Elizabeth Hollinger, James Ratkos, Prima Temp Authors",Adventure,"Games, Video & Electronic - Nintendo, Games / Gamebooks, Nintendo 64, N64",2000,8170879,https://covers.openlibrary.org/b/id/8170879-L.jpg,6,,0,/works/OL8495337W
Theories of geographic concepts,"Marinos Kavouras, Margarita Kokla",Adventure,"Geographic information systems, Geographical perception, Ontology, Semantics (Philosophy), Civil Engineering, Surveying & Building",2007,2663732,https://covers.openlibrary.org/b/id/2663732-L.jpg,6,,0,/works/OL9670249W
Global perspectives in the geography curriculum,Alex Standish,Adventure,"Curriculum change, Education and globalization, Geography, Study and teaching, Geography, study and teaching",2008,13797910,https://covers.openlibrary.org/b/id/13797910-L.jpg,6,,0,/works/OL9877068W
The Day of the Djinn Warriors,Philip Kerr,Adventure,"Museums, Genies, Magic, Brothers and sisters, Twins",2007,1230440,https://covers.openlibrary.org/b/id/1230440-L.jpg,6,,0,/works/OL9257802W
The 13th [Thirteenth] Apostle,Eugene Vale,Adventure,"Christianity, Spiritual, Faith, Philosophical, Padre",1959,6661841,https://covers.openlibrary.org/b/id/6661841-L.jpg,6,,0,/works/OL2752599W
World disasters,Keith Eastlake,Adventure,"Disasters, Chronologie, Ungluck, Catastrophes, Histoire",2001,1937260,https://covers.openlibrary.org/b/id/1937260-L.jpg,6,,0,/works/OL2735743W
The Blood Guard,Carter Roy,Adventure,"Adventure stories, Children's stories, Adventure, Juvenile fiction, Knights and knighthood",2014,8542485,https://covers.openlibrary.org/b/id/8542485-L.jpg,6,,0,/works/OL19634620W
Doctor Who: The Drosten's Curse,A.L. Kennedy,Adventure,"Doctor who (fictitious character), fiction, Scotland, fiction, Fiction, science fiction, general, Fiction, Extraterrestrial beings",2001,8668871,https://covers.openlibrary.org/b/id/8668871-L.jpg,6,,0,/works/OL19863086W
Time Jumpers,Brandon Mull,Adventure,"Action, Adventure, Fantasy, Fantasy Fiction, Fiction",2018,9329802,https://covers.openlibrary.org/b/id/9329802-L.jpg,6,,0,/works/OL19719391W
Unifying geography,"Matthews, John A., David T. Herbert",Adventure,"Geographical perception, Philosophy, Geography, Human geography, Sociology",2004,1215093,https://covers.openlibrary.org/b/id/1215093-L.jpg,6,,0,/works/OL19159106W
"The open boat, and other tales of adventure",Stephen Crane,Adventure,"Fiction, American fiction, Short stories, Adventure",1898,5647231,https://covers.openlibrary.org/b/id/5647231-L.jpg,6,,0,/works/OL20823W
"Tourism, Security and Safety","Yoel Mansfeld, Abraham Pizam",Adventure,"Tourism, Safety measures, Tourisme, Sécurité, Mesures",2005,1402122,https://covers.openlibrary.org/b/id/1402122-L.jpg,6,,0,/works/OL21231003W
Trojan War,"Blake A. Hoena, Nadine Takvorian",Adventure,"Mythology, greek, juvenile literature, Mythology, classical, Trojan war, Plot-your-own stories, Greek mythology",2017,12895921,https://covers.openlibrary.org/b/id/12895921-L.jpg,6,,0,/works/OL21139912W
The epic adventures of Odysseus,"Blake A. Hoena, Stefano Azzalin, Nadine Takvorian",Adventure,"Plot-your-own stories, Juvenile literature, Odysseus (greek mythology), Odysseus (greek mythology), juvenile literature, Odysseus",2016,12895924,https://covers.openlibrary.org/b/id/12895924-L.jpg,6,,0,/works/OL20051387W
Here Be Monsters,Jonathan Emmett,Adventure,"Monsters, Pirates, Piratas, Juvenile fiction, Fiction",2011,7273936,https://covers.openlibrary.org/b/id/7273936-L.jpg,6,,0,/works/OL16814093W
Advances in tourism destination marketing,"M. Kozak, Juergen Gnoth",Adventure,"Marketing, Tourism, TRAVEL, Museums, Tours, Points of Interest, Hikes & Walks",2009,13351953,https://covers.openlibrary.org/b/id/13351953-L.jpg,6,,0,/works/OL18731792W
Chasing the Prophecy,Brandon Mull,Adventure,"Action, Adventure, Fantasy, Fantasy Fiction, Fiction",2013,7807934,https://covers.openlibrary.org/b/id/7807934-L.jpg,6,,0,/works/OL17553159W
The Rogue Knight,Brandon Mull,Adventure,"Action, Adventure, Fantasy, Fantasy Fiction, Fiction",2014,7429759,https://covers.openlibrary.org/b/id/7429759-L.jpg,6,,0,/works/OL17351696W
Lumberjanes Vol. 9,"N.D. Stevenson, Shannon Watters, Grace Ellis, Gus Allen",Adventure,"Fantasy, Young Adult, LGBT, Fiction, Graphic Novels",2018,10696282,https://covers.openlibrary.org/b/id/10696282-L.jpg,6,,0,/works/OL24229186W
The son of Neptune,Robert Venditti,Adventure,"Prophecies, Adaptations, Greek Mythology, Juvenile fiction, Graphic novels",2016,13216542,https://covers.openlibrary.org/b/id/13216542-L.jpg,6,,0,/works/OL19668202W
The Throne of Fire,Orpheus Collar,Adventure,"Voyages and travels, Egyptian Mythology, Magic, Brothers and sisters, Adventure and adventurers",2015,11960138,https://covers.openlibrary.org/b/id/11960138-L.jpg,6,,0,/works/OL20010806W
Quayside Cat,Toby Forward,Adventure,"Children's fiction, Cats, fiction, Ships, fiction, Seafaring life, Fiction",2014,11700887,https://covers.openlibrary.org/b/id/11700887-L.jpg,6,,0,/works/OL21072467W
Fortune's Fool,Kathleen Karr,Adventure,"Fools and jesters, Historical Fiction, Adventure and adventurers, Juvenile fiction, Christian life",2008,2411713,https://covers.openlibrary.org/b/id/2411713-L.jpg,5,,0,/works/OL64199W
"10,000 leagues over the sea",William Albert Robinson,Adventure,"Svaap (Yacht), Sailing, Travel, Adventure, Voyages around the world",1932,8149335,https://covers.openlibrary.org/b/id/8149335-L.jpg,5,,0,/works/OL7100213W
Journey into Terror,"Bill Wallace, Wallace, Bill",Adventure,"Children: Grades 4-6, Conspiracy, adventure, Brothers, Juvenile fiction",1996,405889,https://covers.openlibrary.org/b/id/405889-L.jpg,5,,0,/works/OL8121881W
The Candy Shop War,Brandon Mull,Adventure,"Adventure, Fantasy, Fantasy Fiction, Fiction, Juvenile Fiction",2007,9395349,https://covers.openlibrary.org/b/id/9395349-L.jpg,5,,0,/works/OL8755874W
Yak Butter Blues,Brandon Wilson,Adventure,"Tibet, Nepal, travelog, adventure, Himalayas",2004,3364889,https://covers.openlibrary.org/b/id/3364889-L.jpg,5,,0,/works/OL8846288W
The Heart of the Range,William Patterson White,Adventure,"William Patterson White, The Heart of the Range, Adult fiction, Western, Community life",1921,8787890,https://covers.openlibrary.org/b/id/8787890-L.jpg,5,,0,/works/OL9236021W
Wilderness,David Thompson,Adventure,"adventure, western, mountain-man, Fiction, westerns, Fiction, historical, general",1990,640497,https://covers.openlibrary.org/b/id/640497-L.jpg,5,,0,/works/OL257904W
Krull,Alan Dean Foster,Adventure,"Science fiction, Movies, Motion Pictures, Films, Novelization",1983,6980477,https://covers.openlibrary.org/b/id/6980477-L.jpg,5,,0,/works/OL102530W
Gray Lensman,Edward Elmer Smith,Adventure,"science fiction, adventure",1939,929106,https://covers.openlibrary.org/b/id/929106-L.jpg,5,,0,/works/OL3292443W
The Trapped Mind Project,Michael Chatfield,Adventure,"LitRPG, Fantasy, Another worlds, Gods (fiction), Virtual reality (fiction)",2017,13170627,https://covers.openlibrary.org/b/id/13170627-L.jpg,5,,0,/works/OL27305541W
Enola Holmes,"Serena Blasco, Nancy Springer",Adventure,"Holmes, Mystery, Adventure, Young adult fiction, comics & graphic novels, action & adventure, Young adult fiction, mysteries & detective stories",2018,9212381,https://covers.openlibrary.org/b/id/9212381-L.jpg,5,,0,/works/OL20570319W
Here Comes Tod (Storybooks),Philippa Pearce,Adventure,"Children's stories, English, Children's fiction, Family life, fiction, Family life, Fiction",1992,1386875,https://covers.openlibrary.org/b/id/1386875-L.jpg,5,,0,/works/OL2004792W
The frog prince,"Blake A. Hoena, Mariano Epelbaum",Adventure,"Children's fiction, Fairytale retelling, Adventure, Plot-your-own-stories, Choose your own adventure",2020,9426405,https://covers.openlibrary.org/b/id/9426405-L.jpg,5,,0,/works/OL20734418W
Skyfaring,Mark Vanhoenacker,Adventure,"Airplanes, Popular works, Piloting, Aeronautics, Air pilots, biography",2015,10807347,https://covers.openlibrary.org/b/id/10807347-L.jpg,5,,0,/works/OL20003781W
Take Back the Sky,Greg Bear,Adventure,"Action & Adventure, Extraterrestrial beings, Space Opera, FICTION, Science Fiction",2016,10533878,https://covers.openlibrary.org/b/id/10533878-L.jpg,5,,0,/works/OL19346562W
The Lost Hero Graphic Novel,Robert Venditti,Adventure,"Serie:The_Heroes_of_Olympus_Graphic_Novels, Adaptations, Greek Mythology, Graphic novels, Comic books, strips",2014,8476152,https://covers.openlibrary.org/b/id/8476152-L.jpg,5,,0,/works/OL19360520W
Dinosaur Club,Rex Stone,Adventure,"prehistoric journey, dinosaurs, travel, adventure",2022,15094239,https://covers.openlibrary.org/b/id/15094239-L.jpg,5,,0,/works/OL43510855W
Deathwatch,Robb White,Adventure,"Deathwatch, Robb White, American, Edgar Award, YA",1972,9302232,https://covers.openlibrary.org/b/id/9302232-L.jpg,5,,0,/works/OL5352078W
